"docty","docdt","display_title","projectid","txturl","pdfurl","repnb","prdln","projn","id","preprim","tarl","stped","docyear","totalchar","mainsec","anyBB","anyBB_nopreprim","boardapprovaldate","curr_total_commitment","sector1"
"Project Appraisal Document","2004-11-23T00:00:00Z","Ethiopia - Private Sector Development Capacity Building Project","P050272","http://documents.worldbank.org/curated/en/612391468774685881/text/30758.txt",NA,"30758",NA,"ET-Ethiopia - Private Sector Development
            Capacity Building Project -- P050272","5466759",0,0,0,2004,231749,0,0,0,NA,NA,NA
"Project Appraisal Document","2001-06-18T00:00:00Z","Guinea - Education for All Program (Phase I) Project","P050046","http://documents.worldbank.org/curated/en/135541468771250491/text/multi0page.txt",NA,"20405",NA,"GN-Education For All Project -- P050046","1346437",0,0,0,2001,450067,1,0,0,NA,NA,NA
"Project Appraisal Document","1998-06-04T00:00:00Z","Mexico - Higher Education Financing Project","P049895","http://documents.worldbank.org/curated/en/544671468774602801/text/multi0page.txt",NA,"17174",NA,"MX-Higher Ed. Financing -- P049895","442136",0,0,0,1998,185554,1,0,0,NA,NA,NA
"Project Appraisal Document","2003-06-30T00:00:00Z","Egypt - Skills Development Project","P049702","http://documents.worldbank.org/curated/en/305161468770114184/text/257560EG0PAD.txt",NA,"25756","IBRD/IDA","EG-Skills Development Project -- P049702","2428796",0,0,0,2003,198693,1,0,0,NA,NA,NA
"Project Appraisal Document","1998-09-17T00:00:00Z","Malawi - Second Social Action Fund Project","P049599","http://documents.worldbank.org/curated/en/767351468752969271/text/multi-page.txt",NA,"17993",NA,"MW-Second Social Action Fund (Masaf II) -- P049599","442195",0,0,0,1998,192084,1,0,0,NA,NA,NA
"Project Appraisal Document","1998-06-26T00:00:00Z","Guatemala - Reconstruction and Local Development Project","P049386","http://documents.worldbank.org/curated/en/735571468771079523/text/multi-page.txt",NA,"17194",NA,"GT-Reconstruction & Local Dev. -- P049386","442137",0,0,0,1998,147585,1,0,0,NA,NA,NA
"Project Appraisal Document","1998-05-28T00:00:00Z","India - Andhra Pradesh Economic Restructuring Project","P049385","http://documents.worldbank.org/curated/en/865491468772781649/text/multi0page.txt",NA,"17710",NA,"IN-Ap Econ Restructuring -- P049385","442220",0,0,0,1998,431495,0,0,0,NA,NA,NA
"Project Appraisal Document","1999-04-12T00:00:00Z","Latvia - Education Improvement Project","P049172","http://documents.worldbank.org/curated/en/742041468753006002/text/multi-page.txt",NA,"19133",NA,"LV-Education Improvement Project -- P049172","440893",0,0,0,1999,154023,1,0,0,NA,NA,NA
"Project Appraisal Document","2001-04-25T00:00:00Z","Guatemala - Universalization of Basic Education Project","P048652","http://documents.worldbank.org/curated/en/839491468749749860/text/multi0page.txt",NA,"21846",NA,"GT-Universalization Of Basic Education
            Project -- P048652","1096673",10,0,0,2001,213915,1,1,0,NA,NA,NA
"Project Appraisal Document","1998-06-19T00:00:00Z","Honduras - Fourth Social Investment Project","P048651","http://documents.worldbank.org/curated/en/626401468771630738/text/multi0page.txt",NA,"17778",NA,"HN-Fourth Social Investment Fund -- P048651","442126",0,0,0,1998,173306,0,0,0,NA,NA,NA
"Project Appraisal Document","2002-06-06T00:00:00Z","Tunisie – Projet de gestion des aires protégées : Tunisie - Projet de gestion des aires protégées","P048315","http://documents.worldbank.org/curated/en/102031468778531558/text/233390FRENCH0TN123339.txt",NA,"23339",NA,"TN-Protected Areas Management Project -- P048315","4998816",0,0,0,2002,279959,0,0,0,NA,NA,NA
"Project Appraisal Document","2002-06-04T00:00:00Z","Tunisia - Protected Areas Management Project","P048315","http://documents.worldbank.org/curated/en/618471468760551061/text/multi0page.txt",NA,"23339",NA,"TN-Protected Areas Management Project -- P048315","1802685",0,0,0,2002,260445,0,0,0,NA,NA,NA
"Project Appraisal Document","2000-03-20T00:00:00Z","Senegal - Quality Education for All Project","P047319","http://documents.worldbank.org/curated/en/648531468759908020/text/multi-page.txt",NA,"19610",NA,"SN-Quality Education For All Program -- P047319","693161",2,0,0,2000,496851,1,1,0,NA,NA,NA
"Project Appraisal Document","1997-10-17T00:00:00Z","Colombia - Pasto Education Project","P046112","http://documents.worldbank.org/curated/en/444991468744060160/text/multi0page.txt",NA,"17112",NA,"CO-Pasto Education Project -- P046112","693983",3,0,0,1997,163270,1,1,0,NA,NA,NA
"Project Appraisal Document","1999-04-14T00:00:00Z","China - Higher Education Reform Project","P046051","http://documents.worldbank.org/curated/en/961491468746383927/text/multi-page.txt",NA,"19146",NA,"CN-Higher Education Reform -- P046051","440865",0,0,0,1999,237642,1,0,0,NA,NA,NA
"Project Appraisal Document","1998-03-31T00:00:00Z","Angola - Post-Conflict Social Recovery Project","P045644","http://documents.worldbank.org/curated/en/518511468768544075/text/multi-page.txt",NA,"17546",NA,"AO-Post Conflict Social Reconstruction
            Project -- P045644","693650",0,0,0,1998,118975,0,0,0,NA,NA,NA
"Project Appraisal Document","2000-03-07T00:00:00Z","Lebanon - General Education Project","P045174","http://documents.worldbank.org/curated/en/228571468757172943/text/multi-page.txt",NA,"20152",NA,"LB-Education Development Project -- P045174","437982",0,0,0,2000,265962,1,0,0,NA,NA,NA
"Project Appraisal Document","2000-05-08T00:00:00Z","Rwanda - Human Resources Development Project","P045091","http://documents.worldbank.org/curated/en/837731468759911848/text/multi-page.txt",NA,"19990",NA,"RW-Human Resources Development Project -- P045091","437661",2,0,0,2000,211326,1,1,0,NA,NA,NA
"Project Appraisal Document","1999-03-29T00:00:00Z","India - Rajasthan District Primary Education Project","P045050","http://documents.worldbank.org/curated/en/642801468756299450/text/multi-page.txt",NA,"18934",NA,"IN-Rajasthan District Primary Education
            Project -- P045050","440644",0,0,0,1999,192575,1,0,0,NA,NA,NA
"Project Appraisal Document","2002-02-07T00:00:00Z","Bangladesh - Second Female Secondary School Assistance Project","P044876","http://documents.worldbank.org/curated/en/543221468742526737/text/multi0page.txt",NA,"23594",NA,"BD-Female Secondary School Assistance
            Project-Ii -- P044876","1703245",0,0,0,2002,269162,1,0,0,NA,NA,NA
"Project Appraisal Document","1999-01-11T00:00:00Z","Moldova - Social Investment Fund Project","P044840","http://documents.worldbank.org/curated/en/987281468779678423/text/multi-page.txt",NA,"18401",NA,"MD-Social Investment Fund -- P044840","438889",0,0,0,1999,158411,0,0,0,NA,NA,NA
"Project Appraisal Document","1997-10-30T00:00:00Z","Comoros - Social Fund Project","P044824","http://documents.worldbank.org/curated/en/598391468771712088/text/multi0page.txt",NA,"17061",NA,"KM-Social Fund Project -- P044824","693959",0,0,0,1997,140441,0,0,0,NA,NA,NA
"Project Appraisal Document","2003-04-03T00:00:00Z","Vietnam - Primary Education for Disadvantaged Children Project","P044803","http://documents.worldbank.org/curated/en/610221468764706731/text/multi0page.txt",NA,"23846",NA,"VN-Primary Education For Disadvantaged
            Children Project -- P044803","2253204",3,0,0,2003,252996,1,1,0,NA,NA,NA
